p_val,avg_log2FC,pct.OE,pct.Scr,p_val_adj,gene
2.28E-01,2.078698023,0.016,0.005,1.00E+00,Galnt12
2.28E-01,2.043476742,0.016,0.005,1.00E+00,D030068K23Rik
2.28E-01,2.52536333,0.016,0.005,1.00E+00,Npr3
2.28E-01,2.256766716,0.016,0.005,1.00E+00,Pcdhga7
2.28E-01,2.027222347,0.016,0.005,1.00E+00,8030456M14Rik
2.28E-01,0.1308110887,0.032,0.053,1.00E+00,Gm38304
2.28E-01,0.2866425792,0.19,0.271,1.00E+00,Mbtps2
2.28E-01,0.3155098572,0.147,0.208,1.00E+00,Gm17202
2.29E-01,0.4333994738,0.411,0.391,1.00E+00,Gpc6
2.29E-01,0.1081415706,0.05,0.077,1.00E+00,Gm16093
2.29E-01,0.1677048342,0.05,0.077,1.00E+00,Cldn12
2.29E-01,0.104859426,0.05,0.077,1.00E+00,Fuom
2.29E-01,0.1723822744,0.227,0.319,1.00E+00,Creld1
2.29E-01,-0.1549192822,0.025,0.043,1.00E+00,Zfp791
2.29E-01,-0.2636802159,0.025,0.043,1.00E+00,Bean1
2.29E-01,-0.1026519033,0.025,0.043,1.00E+00,Sod1
2.29E-01,1.546942,0.016,0.005,1.00E+00,Gm10848
2.29E-01,1.793282594,0.016,0.005,1.00E+00,C030034L19Rik
2.29E-01,1.802737679,0.016,0.005,1.00E+00,Tgfa
2.29E-01,1.725428263,0.016,0.005,1.00E+00,Prr36
2.29E-01,1.567042416,0.016,0.005,1.00E+00,Gm16062
2.29E-01,-0.7181670027,0.011,0.024,1.00E+00,Gm15862
2.29E-01,-0.8043389169,0.011,0.024,1.00E+00,Ppm1m
2.29E-01,0.4012195433,0.039,0.063,1.00E+00,A530041M06Rik
2.30E-01,0.1997055156,0.326,0.454,1.00E+00,Sez6l
2.30E-01,1.606335471,0.016,0.005,1.00E+00,Hey1
2.30E-01,1.712743745,0.016,0.005,1.00E+00,Ddx58
2.30E-01,1.353268862,0.016,0.005,1.00E+00,Selenop
2.30E-01,-0.6011844003,0.011,0.024,1.00E+00,Nfe2l2
2.30E-01,-0.4122971348,0.011,0.024,1.00E+00,Kcns1
2.30E-01,-0.4353735935,0.011,0.024,1.00E+00,Zfp213
2.30E-01,-0.3452074725,0.025,0.043,1.00E+00,Gm16150
2.30E-01,0.3095114203,0.069,0.101,1.00E+00,Gspt2
2.30E-01,0.239338401,0.112,0.159,1.00E+00,Fam133b
2.30E-01,0.2405274287,0.218,0.304,1.00E+00,Ppil2
2.31E-01,0.2970418629,0.076,0.111,1.00E+00,Ssr2
2.31E-01,-0.3948965457,0.025,0.043,1.00E+00,Tsc22d3
2.31E-01,-0.399039817,0.011,0.024,1.00E+00,Mars2
2.31E-01,1.083679645,0.115,0.092,1.00E+00,Cfap46
2.31E-01,0.1910980963,0.099,0.14,1.00E+00,Lzts3
2.31E-01,1.414864196,0.06,0.039,1.00E+00,Lin37
2.31E-01,0.1549942737,0.062,0.092,1.00E+00,Fuca1
2.31E-01,1.337739418,0.037,0.019,1.00E+00,Serpine2
2.31E-01,-0.1875405819,0.025,0.043,1.00E+00,Surf1
2.31E-01,0.2061833543,0.032,0.053,1.00E+00,Tdrkh
2.31E-01,-0.7030958513,0.011,0.024,1.00E+00,Pacsin3
2.31E-01,-0.5154098996,0.011,0.024,1.00E+00,Gm14051
2.31E-01,-0.7670462143,0.011,0.024,1.00E+00,Gm43707
2.31E-01,-0.8027408009,0.011,0.024,1.00E+00,2500002B13Rik
2.31E-01,-0.4790497814,0.011,0.024,1.00E+00,Tmem170
2.31E-01,-0.5670302068,0.011,0.024,1.00E+00,Slc35e4
2.31E-01,-0.5934412083,0.011,0.024,1.00E+00,Il33
2.31E-01,-0.9348278733,0.011,0.024,1.00E+00,Arhgap19
2.31E-01,0.1698635899,0.092,0.13,1.00E+00,Slc12a9
2.31E-01,-0.1895684519,0.044,0.068,1.00E+00,Gnb4
2.32E-01,1.907985782,0.03,0.014,1.00E+00,4933421O10Rik
2.32E-01,1.92822187,0.03,0.014,1.00E+00,Ccdc7b
2.32E-01,1.383809597,0.048,0.029,1.00E+00,Cfap298
2.32E-01,0.1578943232,0.083,0.121,1.00E+00,Mri1
2.32E-01,0.2687013566,0.115,0.159,1.00E+00,Zfp697
2.32E-01,0.1330845784,0.032,0.053,1.00E+00,Txndc17
2.32E-01,-0.3124097855,0.025,0.043,1.00E+00,Lss
2.32E-01,0.1244300944,0.36,0.498,1.00E+00,Frs2
2.32E-01,0.1381270032,0.349,0.483,1.00E+00,Zc3h7a
2.32E-01,0.1714791642,0.333,0.473,1.00E+00,Mark1
2.32E-01,0.1734567,0.11,0.155,1.00E+00,Scrt1
2.32E-01,-0.529998866,0.011,0.024,1.00E+00,Gm16316
2.32E-01,-0.1789640098,0.011,0.024,1.00E+00,Gm15860
2.32E-01,-0.4455621993,0.011,0.024,1.00E+00,Ino80b
2.32E-01,-0.526916087,0.011,0.024,1.00E+00,Gm26708
2.32E-01,-0.5242386607,0.011,0.024,1.00E+00,4933406C10Rik
2.32E-01,-0.3461410047,0.011,0.024,1.00E+00,1300002E11Rik
2.32E-01,-0.6375299623,0.011,0.024,1.00E+00,Mylk
2.32E-01,-0.2051660715,0.011,0.024,1.00E+00,Nfkb2
2.32E-01,0.2204505962,0.032,0.053,1.00E+00,Dusp14
2.32E-01,0.2723019733,0.032,0.053,1.00E+00,Ppp1r11
2.32E-01,0.9036234973,0.144,0.121,1.00E+00,Zfp141
2.32E-01,1.316357728,0.016,0.005,1.00E+00,Gm13274
2.33E-01,0.2043533465,0.106,0.15,1.00E+00,Pianp
2.33E-01,1.295792331,0.048,0.029,1.00E+00,Tyro3
2.33E-01,0.3453059157,0.147,0.208,1.00E+00,Pip4k2a
2.33E-01,0.1913773933,0.225,0.314,1.00E+00,Palm
2.33E-01,0.1146669473,0.032,0.053,1.00E+00,Lsm3
2.33E-01,-0.7089146909,0.018,0.034,1.00E+00,Gm15918
2.33E-01,0.2185909129,0.204,0.285,1.00E+00,Sugp2
2.33E-01,-0.3442169349,0.011,0.024,1.00E+00,Gm17545
2.33E-01,0.128184782,0.011,0.024,1.00E+00,E330013P04Rik
2.33E-01,0.1979226657,0.147,0.203,1.00E+00,Rffl
2.33E-01,1.131643449,0.016,0.005,1.00E+00,Gm43507
2.34E-01,-0.5158380583,0.018,0.034,1.00E+00,Lurap1
2.34E-01,0.322323646,0.144,0.208,1.00E+00,Gm26917
2.34E-01,0.362489598,0.076,0.111,1.00E+00,Zfp869
2.34E-01,-0.4659509708,0.011,0.024,1.00E+00,Eif5a2
2.34E-01,-0.545615778,0.011,0.024,1.00E+00,Gm15903
2.34E-01,-0.2836876265,0.011,0.024,1.00E+00,Ssc5d
2.34E-01,-0.5933827261,0.011,0.024,1.00E+00,Zfp111
2.34E-01,-0.3976283544,0.011,0.024,1.00E+00,Gm28085
2.34E-01,-0.1180739963,0.044,0.068,1.00E+00,Baalc
2.34E-01,0.2817350889,0.679,0.749,1.00E+00,Pla2g3
2.34E-01,0.211199732,0.172,0.237,1.00E+00,Wwc2
2.35E-01,-0.1929440358,0.011,0.024,1.00E+00,Gm37027
2.35E-01,-0.1506358831,0.011,0.024,1.00E+00,Gm32061
2.35E-01,-0.5689190402,0.011,0.024,1.00E+00,Dlec1
2.35E-01,-0.3955991652,0.011,0.024,1.00E+00,Mov10l1
2.35E-01,0.4073371105,0.011,0.024,1.00E+00,Cdkl4
2.35E-01,-0.5675127015,0.018,0.034,1.00E+00,Pcdhb19
2.35E-01,0.3541059488,0.142,0.198,1.00E+00,Arhgap17
2.35E-01,0.1159922393,0.36,0.483,1.00E+00,Man2a1
2.35E-01,1.38053296,0.064,0.043,1.00E+00,Ube2cbp
2.35E-01,-0.2145047165,0.044,0.068,1.00E+00,Snrpc
2.35E-01,-0.128643095,0.025,0.043,1.00E+00,Bet1
2.35E-01,0.3791152221,0.087,0.126,1.00E+00,Maz
2.35E-01,0.1621025143,0.365,0.502,1.00E+00,Adamts17
2.36E-01,-0.2341438748,0.011,0.024,1.00E+00,Gm13601
2.36E-01,-0.2279990301,0.011,0.024,1.00E+00,Gm14403
2.36E-01,0.1394706038,0.011,0.024,1.00E+00,Lat2
2.36E-01,-0.354382921,0.011,0.024,1.00E+00,Hyls1
2.36E-01,-0.2866832699,0.011,0.024,1.00E+00,Gpr135
2.36E-01,0.1555011845,0.011,0.024,1.00E+00,Gm32618
2.36E-01,-0.2641871885,0.055,0.082,1.00E+00,Hic2
2.36E-01,-0.442338578,0.018,0.034,1.00E+00,Dmap1
2.36E-01,-0.455703924,0.018,0.034,1.00E+00,Eif1ad
2.36E-01,0.7829420865,0.25,0.251,1.00E+00,Arrb1
2.36E-01,1.046892995,0.142,0.121,1.00E+00,Actr3
2.36E-01,0.1105129404,0.05,0.077,1.00E+00,Diablo
2.36E-01,-0.1316677359,0.025,0.043,1.00E+00,Odc1
2.37E-01,0.1366072949,0.335,0.449,1.00E+00,Kcnip2
2.37E-01,-0.3282896768,0.018,0.034,1.00E+00,Il18
2.37E-01,-0.6263287102,0.018,0.034,1.00E+00,Xrcc3
2.37E-01,-0.3600584479,0.018,0.034,1.00E+00,Pou5f2
2.37E-01,1.446049337,0.03,0.014,1.00E+00,9530051G07Rik
2.38E-01,-0.2843907976,0.018,0.034,1.00E+00,Mis12
2.38E-01,0.3005443833,0.138,0.193,1.00E+00,Cops3
2.38E-01,0.3236837258,0.195,0.275,1.00E+00,Rala
2.38E-01,2.01592858,0.023,0.01,1.00E+00,4930513D17Rik
2.38E-01,2.407257392,0.023,0.01,1.00E+00,Aldh16a1
2.38E-01,1.935691202,0.023,0.01,1.00E+00,Cacng4
2.38E-01,1.858886772,0.023,0.01,1.00E+00,Ticam1
2.38E-01,-0.1067332286,0.025,0.043,1.00E+00,Lrch4
2.38E-01,0.1710280484,0.025,0.043,1.00E+00,Gstm5
2.39E-01,0.1193671293,0.239,0.329,1.00E+00,Atxn2l
2.39E-01,1.531716992,0.023,0.01,1.00E+00,Gm45609
2.39E-01,2.821221697,0.023,0.01,1.00E+00,Kit
2.39E-01,2.059318507,0.023,0.01,1.00E+00,Ufsp1
2.39E-01,0.3003381036,0.179,0.246,1.00E+00,Gprc5b
2.39E-01,-0.3061962139,0.037,0.058,1.00E+00,Gm40375
2.39E-01,0.1757203959,0.025,0.043,1.00E+00,Nemp1
2.40E-01,0.2006668591,0.115,0.159,1.00E+00,Anxa6
2.40E-01,-0.2729045697,0.018,0.034,1.00E+00,1110020A21Rik
2.40E-01,1.866735562,0.023,0.01,1.00E+00,Unc13c
2.40E-01,0.1187486784,0.174,0.237,1.00E+00,Ap3d1
2.40E-01,0.1992037349,0.144,0.203,1.00E+00,Hexdc
2.40E-01,0.2170274997,0.018,0.034,1.00E+00,Ech1
2.41E-01,1.370825679,0.023,0.01,1.00E+00,Aplf
2.41E-01,0.1445736332,0.05,0.077,1.00E+00,Fads6
2.41E-01,0.1532169815,0.248,0.343,1.00E+00,Nr3c1
2.41E-01,0.2038438609,0.062,0.092,1.00E+00,Gne
2.41E-01,0.1984079014,0.085,0.121,1.00E+00,Gm47371
2.41E-01,-0.1449991724,0.018,0.034,1.00E+00,Pfdn6
2.41E-01,0.1563890398,0.073,0.106,1.00E+00,Mpp5
2.41E-01,1.516828068,0.023,0.01,1.00E+00,Grpel1
2.41E-01,1.550606684,0.023,0.01,1.00E+00,Gorasp1
2.42E-01,0.2472408469,0.19,0.261,1.00E+00,Ppp4r4
2.42E-01,0.1337323114,0.275,0.372,1.00E+00,Cdc73
2.42E-01,0.1657185731,0.11,0.155,1.00E+00,Slc25a20
2.42E-01,0.186002812,0.018,0.034,1.00E+00,Gm11831
2.42E-01,-0.2231717689,0.018,0.034,1.00E+00,Haus3
2.42E-01,0.1998142283,0.138,0.188,1.00E+00,Cc2d2a
2.42E-01,0.1984110041,0.025,0.043,1.00E+00,Zfp335
2.42E-01,0.1153925077,0.073,0.106,1.00E+00,Per3
2.42E-01,0.1221960531,0.085,0.121,1.00E+00,Ndufa7
2.42E-01,1.320150042,0.023,0.01,1.00E+00,4931415C17Rik
2.42E-01,0.2041023383,0.044,0.068,1.00E+00,Pdk2
2.42E-01,1.334732187,0.064,0.043,1.00E+00,Gpd1l
2.42E-01,1.409025224,0.048,0.029,1.00E+00,Trpm3
2.43E-01,0.1705599918,0.204,0.275,1.00E+00,Prkdc
2.43E-01,0.2378912565,0.055,0.082,1.00E+00,Ackr4
2.43E-01,0.449044813,0.427,0.469,1.00E+00,Brinp2
2.43E-01,0.1567936298,0.209,0.285,1.00E+00,Smpd3
2.43E-01,0.1938821698,0.062,0.092,1.00E+00,Slc25a19
2.43E-01,0.1560348486,0.067,0.097,1.00E+00,Hhipl1
2.44E-01,1.442539623,0.023,0.01,1.00E+00,Rxrg
2.44E-01,1.269038398,0.023,0.01,1.00E+00,Gm20063
2.44E-01,1.41585906,0.064,0.043,1.00E+00,Mtif3
2.44E-01,0.2161204896,0.257,0.357,1.00E+00,Adap1
2.44E-01,0.1830342993,0.172,0.237,1.00E+00,Zcchc8
2.44E-01,0.1489707917,0.092,0.13,1.00E+00,Chkb
2.44E-01,1.352298428,0.023,0.01,1.00E+00,Ankrd37
2.45E-01,0.3084002115,0.128,0.179,1.00E+00,Neurl1a
2.45E-01,0.4553393494,0.018,0.034,1.00E+00,Mrpl11
2.45E-01,0.3668696653,0.106,0.15,1.00E+00,Gmpr
2.45E-01,0.4199750625,0.131,0.184,1.00E+00,Gm16168
2.45E-01,0.4291547955,0.131,0.184,1.00E+00,Nr6a1os
2.45E-01,0.3079029212,0.516,0.604,1.00E+00,Cacna1b
2.45E-01,0.2781193935,0.076,0.111,1.00E+00,Jag2
2.45E-01,1.062922883,0.128,0.106,1.00E+00,Tcf3
2.45E-01,0.1743396725,0.044,0.068,1.00E+00,Wdr6
2.45E-01,0.241965178,0.044,0.068,1.00E+00,Zbtb14
2.45E-01,0.2834436983,0.188,0.266,1.00E+00,Sacs
2.45E-01,0.4539830884,0.165,0.232,1.00E+00,Scn3a
2.45E-01,0.3631733862,0.08,0.116,1.00E+00,Scarb1
2.45E-01,0.2071385353,0.147,0.203,1.00E+00,Mrps9
2.46E-01,0.1127741768,0.154,0.208,1.00E+00,Top3b
2.46E-01,-0.3275337443,0.048,0.072,1.00E+00,A230072E10Rik
2.46E-01,0.16444535,0.055,0.082,1.00E+00,Gm43915
2.46E-01,0.1269005417,0.239,0.329,1.00E+00,Lrp6
2.47E-01,0.1266697872,0.314,0.444,1.00E+00,Nbr1
2.47E-01,0.1870585244,0.161,0.217,1.00E+00,Zfand5
2.47E-01,0.2759940022,0.172,0.242,1.00E+00,Cep78
2.47E-01,0.7166259428,0.03,0.014,1.00E+00,D830036C21Rik
2.47E-01,0.2152989097,0.142,0.198,1.00E+00,Tub
2.47E-01,0.2882909516,0.044,0.068,1.00E+00,2610301B20Rik
2.47E-01,0.4007652154,0.069,0.101,1.00E+00,Syap1
2.47E-01,0.2527368302,0.271,0.386,1.00E+00,Trpc1
2.47E-01,0.2409811058,0.092,0.13,1.00E+00,Tmem9
2.47E-01,0.2554209932,0.17,0.237,1.00E+00,Dcaf12
2.48E-01,0.143136338,0.897,0.937,1.00E+00,Grik1
2.48E-01,0.2118950329,0.14,0.193,1.00E+00,Dph6
2.48E-01,0.2488545207,0.174,0.242,1.00E+00,Tmem259
2.48E-01,0.2136386438,0.147,0.203,1.00E+00,Dhx15
2.49E-01,0.4287880249,0.062,0.092,1.00E+00,Brat1
2.49E-01,0.185893864,0.225,0.314,1.00E+00,Galnt2
2.49E-01,0.4990663521,0.119,0.092,1.00E+00,Tox
2.49E-01,-0.1754526356,0.048,0.072,1.00E+00,Rrp12
2.49E-01,0.8558254007,0.186,0.169,1.00E+00,Apoe
2.49E-01,0.3869018361,0.126,0.179,1.00E+00,Dap3
2.50E-01,0.1303588904,0.092,0.13,1.00E+00,Nab1
2.50E-01,0.1156722845,0.037,0.058,1.00E+00,Prkd2
2.50E-01,1.577064648,0.041,0.024,1.00E+00,Twnk
2.50E-01,0.4737091932,0.087,0.126,1.00E+00,Aco1
2.51E-01,0.2898928627,0.128,0.179,1.00E+00,Shc2
2.51E-01,0.1336490476,0.278,0.382,1.00E+00,Myo9b
2.51E-01,0.5267369281,0.069,0.101,1.00E+00,Idh3g
2.51E-01,-0.223094847,0.172,0.217,1.00E+00,Ptprk
2.51E-01,-0.1030037437,0.048,0.072,1.00E+00,2310057M21Rik
2.52E-01,1.111650741,0.08,0.058,1.00E+00,Sez6
2.52E-01,0.3679726062,0.103,0.145,1.00E+00,Tpgs2
2.52E-01,-0.3018927557,0.041,0.063,1.00E+00,A930005H10Rik
2.52E-01,0.2356855791,0.122,0.169,1.00E+00,Fam57a
2.53E-01,-0.2630400125,0.06,0.087,1.00E+00,Btf3
2.53E-01,0.1083630523,0.956,0.99,1.00E+00,Klf12
2.53E-01,0.180413826,0.346,0.488,1.00E+00,Inpp5j
2.53E-01,1.36906267,0.053,0.034,1.00E+00,Nhlrc3
2.54E-01,1.170502674,0.064,0.043,1.00E+00,Igip
2.54E-01,0.1536685165,0.326,0.449,1.00E+00,Cyth3
2.54E-01,0.1915872839,0.055,0.082,1.00E+00,Inip
2.54E-01,0.2443610115,0.138,0.188,1.00E+00,Snupn
2.55E-01,0.1343464636,0.131,0.179,1.00E+00,Rfc1
2.55E-01,0.1255557546,0.917,0.961,1.00E+00,Pam
2.55E-01,1.192296935,0.115,0.092,1.00E+00,Khdrbs2
2.55E-01,0.1511315401,0.085,0.121,1.00E+00,Polrmt
2.55E-01,1.147054458,0.122,0.101,1.00E+00,Sh3bp1
2.55E-01,0.5669736741,0.062,0.092,1.00E+00,Msto1
2.55E-01,0.2136576776,0.106,0.15,1.00E+00,Chchd4
2.55E-01,0.3302544685,0.154,0.213,1.00E+00,R3hcc1l
2.55E-01,0.8908525293,0.076,0.053,1.00E+00,Nectin3
2.56E-01,0.4624899444,0.117,0.164,1.00E+00,Trabd
2.56E-01,0.1646620078,0.089,0.126,1.00E+00,Kri1
2.56E-01,0.3081225154,0.092,0.13,1.00E+00,Polr2b
2.56E-01,0.144134641,0.048,0.072,1.00E+00,Rps4x
2.57E-01,0.4244979971,0.119,0.169,1.00E+00,Zfp62
2.57E-01,0.1711004363,0.328,0.464,1.00E+00,Msantd2
2.57E-01,0.1220448843,0.048,0.072,1.00E+00,A930028N01Rik
2.57E-01,0.1337588977,0.037,0.058,1.00E+00,Haus6
2.57E-01,0.2899807293,0.037,0.058,1.00E+00,Fiz1
2.58E-01,1.13850967,0.041,0.024,1.00E+00,Tmem41a
2.58E-01,0.2845635068,0.055,0.082,1.00E+00,Kbtbd2
2.58E-01,0.339957476,0.062,0.092,1.00E+00,Zbtb21
2.58E-01,0.150114182,0.078,0.111,1.00E+00,Pmepa1
2.58E-01,-0.3670040777,0.03,0.048,1.00E+00,Adamts8
2.58E-01,0.3745047692,0.085,0.121,1.00E+00,Ube2a
2.58E-01,0.2178145532,0.14,0.193,1.00E+00,2700049A03Rik
2.58E-01,1.180801124,0.069,0.048,1.00E+00,Pdcd2l
2.58E-01,0.1734062475,0.037,0.058,1.00E+00,Nadsyn1
2.59E-01,-0.2011819951,0.03,0.048,1.00E+00,Trappc1
2.59E-01,0.3301330435,0.177,0.246,1.00E+00,Rnft1
2.59E-01,0.1874235047,0.037,0.058,1.00E+00,Arxes2
2.59E-01,1.219279606,0.094,0.072,1.00E+00,Zfp553
2.59E-01,0.1402858637,0.163,0.222,1.00E+00,Snrk
2.59E-01,0.1682275707,0.174,0.237,1.00E+00,Ywhah
2.59E-01,0.2534117592,0.085,0.121,1.00E+00,Tbc1d8
2.60E-01,0.1457026072,0.275,0.377,1.00E+00,Mafb
2.60E-01,0.1342580282,0.03,0.048,1.00E+00,Gm26594
2.60E-01,-0.2005086963,0.03,0.048,1.00E+00,Emg1
2.60E-01,0.2484506826,0.048,0.072,1.00E+00,Cpne8
2.60E-01,0.3097873369,0.085,0.121,1.00E+00,Icam5
2.60E-01,0.2842394102,0.186,0.256,1.00E+00,Mypn
2.62E-01,0.1653676067,0.06,0.087,1.00E+00,Nacc1
2.62E-01,0.1606612813,0.356,0.502,1.00E+00,Vwa5b2
2.62E-01,-0.3007068954,0.03,0.048,1.00E+00,Prrg4
2.62E-01,0.1577971819,0.071,0.101,1.00E+00,Tmem19
2.62E-01,0.1234267811,0.188,0.256,1.00E+00,Rnf185
2.63E-01,0.5591211745,0.037,0.058,1.00E+00,Smim18
2.63E-01,-0.1271723197,0.03,0.048,1.00E+00,Gm37814
2.63E-01,-0.2503253467,0.03,0.048,1.00E+00,Shroom3
2.63E-01,-0.2250429351,0.041,0.063,1.00E+00,Micos13
2.64E-01,0.1258789044,0.083,0.116,1.00E+00,Vps37b
2.64E-01,0.222566398,0.106,0.145,1.00E+00,Tmem196
2.64E-01,0.1673315719,0.236,0.319,1.00E+00,Fbxo21
2.64E-01,0.3155929847,0.073,0.106,1.00E+00,Dvl2
2.64E-01,0.1897312623,0.209,0.285,1.00E+00,Tspan13
2.64E-01,0.1880714046,0.122,0.164,1.00E+00,Ldb2
2.65E-01,0.1217345393,0.177,0.242,1.00E+00,Epn2
2.65E-01,0.1574987742,0.369,0.527,1.00E+00,Pdzd4
2.65E-01,0.1927157743,0.048,0.072,1.00E+00,Hells
2.65E-01,0.3451757086,0.172,0.242,1.00E+00,Sema4d
2.65E-01,0.2328279868,0.252,0.348,1.00E+00,Usp45
2.65E-01,0.1411352068,0.291,0.401,1.00E+00,Klhl2
2.65E-01,0.3956440812,0.33,0.314,1.00E+00,Cdh7
2.65E-01,0.1479297559,0.078,0.111,1.00E+00,Ccp110
2.65E-01,-0.1111879689,0.053,0.077,1.00E+00,Drc3
2.65E-01,0.3297310559,0.103,0.145,1.00E+00,Rlim
2.66E-01,0.1580126364,0.307,0.43,1.00E+00,Nploc4
2.66E-01,0.163251769,0.048,0.072,1.00E+00,Pfdn5
2.67E-01,0.1374667644,0.195,0.261,1.00E+00,Dcun1d2
2.67E-01,0.3038357807,0.089,0.126,1.00E+00,Lsg1
2.67E-01,-0.1597933002,0.03,0.048,1.00E+00,Trmt10c
2.67E-01,0.1745959476,0.257,0.353,1.00E+00,Zdhhc21
2.68E-01,0.1532386182,0.071,0.101,1.00E+00,Crcp
2.68E-01,0.1012357937,0.071,0.101,1.00E+00,Lasp1
2.68E-01,0.2253492672,0.03,0.048,1.00E+00,Chchd1
2.68E-01,0.2619877814,0.048,0.072,1.00E+00,Il17d
2.68E-01,0.9275034796,0.119,0.097,1.00E+00,Gm29514
2.68E-01,1.421835472,0.083,0.063,1.00E+00,Nbdy
2.68E-01,0.1682478953,0.101,0.14,1.00E+00,Irf3
2.69E-01,0.1371447924,0.078,0.111,1.00E+00,Bax
2.69E-01,-0.2923903757,0.023,0.039,1.00E+00,Cutc
2.69E-01,-0.1555249784,0.03,0.048,1.00E+00,Pigyl
2.69E-01,0.1628125381,0.048,0.072,1.00E+00,Dnajc30
2.69E-01,0.199359682,0.383,0.556,1.00E+00,Slc6a6
2.69E-01,0.159125024,0.408,0.551,1.00E+00,Far2
2.69E-01,0.5635089347,0.055,0.082,1.00E+00,Uros
2.69E-01,0.1097064979,0.328,0.454,1.00E+00,Apex2
2.69E-01,0.1995959575,0.03,0.048,1.00E+00,Fbxo2
2.70E-01,0.3060525624,0.06,0.087,1.00E+00,Yif1b
2.70E-01,0.1200774069,0.365,0.488,1.00E+00,4632427E13Rik
2.70E-01,0.1445561892,0.323,0.44,1.00E+00,Vezt
2.70E-01,0.8173418699,0.282,0.304,1.00E+00,Glcci1
2.71E-01,-0.4099502854,0.023,0.039,1.00E+00,Tusc2
2.71E-01,-0.2381523833,0.023,0.039,1.00E+00,Alox8
2.71E-01,0.1752947394,0.06,0.087,1.00E+00,2900005J15Rik
2.71E-01,0.2359838864,0.03,0.048,1.00E+00,Zfp9
2.71E-01,-0.142310426,0.03,0.048,1.00E+00,Acot9
2.72E-01,-0.3869777463,0.023,0.039,1.00E+00,Evc2
2.72E-01,-0.1241965873,0.023,0.039,1.00E+00,Lama2
2.72E-01,0.1015449156,0.03,0.048,1.00E+00,Arc
2.72E-01,0.1581498517,0.183,0.246,1.00E+00,Pank1
2.72E-01,0.2061676755,0.048,0.072,1.00E+00,Numbl
2.72E-01,0.2307898488,0.108,0.15,1.00E+00,AI593442
2.72E-01,0.2673955837,0.213,0.295,1.00E+00,Zc3h6
2.73E-01,0.1417603625,0.03,0.048,1.00E+00,BC030500
2.73E-01,0.2333656056,0.17,0.232,1.00E+00,Egln1
2.73E-01,0.265800935,0.147,0.203,1.00E+00,Reck
2.73E-01,0.3242406012,0.03,0.048,1.00E+00,Mpi
2.73E-01,0.2736435342,0.03,0.048,1.00E+00,Slc15a2
2.73E-01,0.1603947699,0.053,0.077,1.00E+00,Zkscan16
2.73E-01,0.1418569089,0.053,0.077,1.00E+00,Hcfc1r1
2.74E-01,0.1017222597,0.142,0.193,1.00E+00,Hibch
2.74E-01,0.2874735515,0.28,0.391,1.00E+00,Metap1d
2.74E-01,0.2553159507,0.106,0.145,1.00E+00,Wdr18
2.74E-01,1.417210248,0.034,0.019,1.00E+00,Dhfr
2.75E-01,-0.3271843172,0.023,0.039,1.00E+00,Psmb6
2.75E-01,0.2427088733,0.183,0.251,1.00E+00,Dcp1b
2.75E-01,0.1852576128,0.094,0.13,1.00E+00,Telo2
2.76E-01,0.1151221529,0.163,0.213,1.00E+00,Cdh4
2.76E-01,0.1513718064,0.275,0.372,1.00E+00,Atp5l
2.76E-01,-0.1638628197,0.023,0.039,1.00E+00,Bag5
2.76E-01,0.2488977677,0.122,0.164,1.00E+00,Rexo4
2.76E-01,0.3118218502,0.078,0.111,1.00E+00,Fam214b
2.76E-01,1.58303347,0.046,0.029,1.00E+00,Wdr91
2.76E-01,1.147341522,0.073,0.053,1.00E+00,Tshz1
2.76E-01,0.1111298643,0.97,0.99,1.00E+00,Fam155a
2.76E-01,0.380506849,0.229,0.324,1.00E+00,Dusp11
2.76E-01,0.1396829662,0.917,0.966,1.00E+00,Dab1
2.76E-01,0.1793690426,0.03,0.048,1.00E+00,Tomm40l
2.76E-01,0.2749540189,0.03,0.048,1.00E+00,Hes1
2.76E-01,0.1703952266,0.436,0.618,1.00E+00,Tpr
2.76E-01,-0.3676581448,0.023,0.039,1.00E+00,Fndc8
2.76E-01,0.3227586963,0.071,0.101,1.00E+00,Ippk
2.77E-01,-1.067087621,0.009,0.019,1.00E+00,Fbxo27
2.77E-01,1.763593753,0.034,0.019,1.00E+00,Ryr1
2.77E-01,-0.1136413206,0.023,0.039,1.00E+00,Tmem106a
2.77E-01,0.1471232978,0.083,0.116,1.00E+00,Bud13
2.78E-01,0.15042439,0.06,0.087,1.00E+00,Gm4631
2.78E-01,0.1435366705,0.17,0.227,1.00E+00,C2cd3
2.78E-01,0.1227312896,0.356,0.498,1.00E+00,Myrip
2.78E-01,0.1406643406,0.112,0.155,1.00E+00,Rcbtb1
2.78E-01,0.1976926509,0.112,0.155,1.00E+00,Pigx
2.78E-01,0.193861993,0.183,0.251,1.00E+00,Vamp4
2.78E-01,0.2176300312,0.814,0.874,1.00E+00,Zfp804a
2.78E-01,0.2993496576,0.222,0.304,1.00E+00,Wdr26
2.78E-01,0.2374428084,0.206,0.285,1.00E+00,Khsrp
2.78E-01,0.1684291706,0.053,0.077,1.00E+00,Gca
2.79E-01,-0.1765667864,0.023,0.039,1.00E+00,Pdgfb
2.79E-01,-0.8216630977,0.016,0.029,1.00E+00,Gm9947
2.79E-01,-1.133229624,0.009,0.019,1.00E+00,Gm12264
2.79E-01,1.634057273,0.046,0.029,1.00E+00,Mapk11
